Time,IndoorConcentration,SubslabConcentration,AvgGroundwaterConcentration,AttenuationSubslab,AttenuationAvgGroundwater,logIndoorConcentration,logAttenuationSubslab,logAttenuationAvgGroundwater,IndoorOutdoorPressure,SubslabPressure,AirExchangeRate,Season,CPM,LandDrain,Blower
2010-12-21 02:34:00,0.04298189461440764,0.0,11288.235294117649,,3.8076717480194364e-06,-1.3667144449998196,,-5.419340498357017,-0.807541326,0.32290074,,Winter,Off,Open,Off
2010-12-21 14:34:00,0.016118210480402868,0.0,11288.235294117649,,1.4278769055072888e-06,-1.7926831772721008,,-5.845309230629298,0.020066184,0.306919006,,Winter,Off,Open,Off
2010-12-21 18:34:00,0.02686368413400478,0.0,11288.235294117649,,2.3797948425121477e-06,-1.5708344276557444,,-5.623460481012942,0.34357356299999997,0.138606977,0.8283974651037566,Winter,Off,Open,Off
2010-12-21 22:35:00,0.059100105094810514,0.0,11288.235294117649,,5.235548653526725e-06,-1.2284117468335383,,-5.281037800190735,-0.578501954,0.19114517,0.8000960115213825,Winter,Off,Open,Off
2010-12-22 02:35:00,0.02149094730720382,0.0,11288.235294117649,,1.9038358740097182e-06,-1.667744440663801,,-5.720370494020998,0.44599609799999995,0.43718947,0.7446293607356939,Winter,Off,Open,Off
2010-12-22 06:35:00,1.34855694352704,0.0,11288.235294117649,,0.00011946570109410982,0.12986928948927492,,-3.922756763867923,-0.303586245,0.440669364,0.778089013383131,Winter,Off,Open,Off
2010-12-22 10:35:00,0.032236420960805735,0.0,11288.235294117649,,2.8557538110145775e-06,-1.4916531816081195,,-5.544279234965317,-1.0676735640000001,-0.103752385,0.8034709946970915,Winter,Off,Open,Off
2010-12-22 14:35:00,0.04298189461440764,0.0,11288.235294117649,,3.8076717480194364e-06,-1.3667144449998196,,-5.419340498357017,-0.8695936129999999,0.428659629,0.8044512971777166,Winter,Off,Open,Off
2010-12-22 18:35:00,0.05372736826800956,0.0,11288.235294117649,,4.759589685024295e-06,-1.2698044319917632,,-5.322430485348961,-0.297366511,0.043445945,0.7372637684008748,Winter,Off,Open,Off
2010-12-22 22:36:00,0.04298189461440764,0.0,11288.235294117649,,3.8076717480194364e-06,-1.3667144449998196,,-5.419340498357017,-0.11482429,0.473242106,0.6974311286760432,Winter,Off,Open,Off
2010-12-23 02:36:00,0.02149094730720382,0.0,11288.235294117649,,1.9038358740097182e-06,-1.667744440663801,,-5.720370494020998,0.7391184540000001,0.37565862299999997,0.7332274227056091,Winter,Off,Open,Off
2010-12-23 06:36:00,0.04298189461440764,0.0,11288.235294117649,,3.8076717480194364e-06,-1.3667144449998196,,-5.419340498357017,-0.24247388,0.439597275,0.7134533520416656,Winter,Off,Open,Off
2010-12-23 10:36:00,0.05372736826800956,0.0,11288.235294117649,,4.759589685024295e-06,-1.2698044319917632,,-5.322430485348961,-0.191590425,0.32715101399999996,0.7142261954360947,Winter,Off,Open,Off
2010-12-23 14:36:00,0.037609157787606685,0.0,11288.235294117649,,3.3317127795170066e-06,-1.4247063919775065,,-5.477332445334704,0.3256106,0.256615795,0.6878052135635188,Winter,Off,Open,Off
2010-12-23 18:36:00,0.037609157787606685,0.0,11288.235294117649,,3.3317127795170066e-06,-1.4247063919775065,,-5.477332445334704,-0.7281584940000001,0.26682114,0.6829279397202271,Winter,Off,Open,Off
2010-12-27 12:45:00,0.06984557874841242,0.0,11288.235294117649,,6.187466590531584e-06,-1.1558610796849265,,-5.208487133042124,1.6633174990000001,0.40427986899999996,0.6097189195780744,Winter,Off,Open,Off
2010-12-27 16:45:00,0.12894568384322294,0.0,11288.235294117649,,1.142301524405831e-05,-0.8895931902801572,,-4.942219243637354,0.562795966,0.46145792,0.7334156388661395,Winter,Off,Open,Off
2010-12-27 20:45:00,0.06447284192161147,0.0,11288.235294117649,,5.711507622029155e-06,-1.1906231859441383,,-5.243249239301336,-0.104676609,0.265517645,0.5194490377206576,Winter,Off,Open,Off
2010-12-28 00:46:00,0.11282747336282008,0.0,11288.235294117649,,9.995138338551021e-06,-0.947585137257844,,-5.000211190615041,-0.295419943,0.19809324,0.5215033202378054,Winter,Off,Open,Off
2010-12-28 04:46:00,0.18804578893803345,0.0,11288.235294117649,,1.6658563897585034e-05,-0.7257363876414876,,-4.778362440998685,0.044193761,0.36109755200000004,0.5408523833561694,Winter,Off,Open,Off
2010-12-28 08:46:00,0.32236420960805734,0.0,11288.235294117649,,2.8557538110145775e-05,-0.4916531816081196,,-4.544279234965317,0.074108823,0.13329926,0.5538529704980985,Winter,Off,Open,Off
2010-12-28 12:46:00,0.17192757845763057,0.0,11288.235294117649,,1.5230686992077746e-05,-0.7646544536718572,,-4.8172805070290545,0.938895487,0.440443815,0.7125044531528322,Winter,Off,Open,Off
2010-12-28 16:46:00,0.12357294701642198,0.0,11288.235294117649,,1.094705627555588e-05,-0.9080765959741703,,-4.960702649331368,0.5222893710000001,0.407390683,0.5490633893683026,Winter,Off,Open,Off
2010-12-28 20:46:00,0.06984557874841242,0.0,11288.235294117649,,6.187466590531584e-06,-1.1558610796849265,,-5.208487133042124,0.39046815,0.166258657,0.5200162938438737,Winter,Off,Open,Off
2010-12-29 00:46:00,57.627975204267045,0.0,11288.235294117649,,0.005105135896157059,1.760633360635286,,-2.2919926927219114,-0.06429765700000001,-2.2886364340000003,0.5335135423520834,Winter,Off,Open,Off
2010-12-29 04:46:00,0.06447284192161147,0.0,11288.235294117649,,5.711507622029155e-06,-1.1906231859441383,,-5.243249239301336,-3.564545613,-2.7023571260000003,0.6751814550160355,Winter,Off,Open,Off
2011-01-03 13:30:00,1.0261927339189825,0.0,11288.235294117649,,9.090816298396404e-05,0.011228935255964275,,-4.041397118101234,0.488988847,0.4562,0.830806297511735,Winter,Off,Open,Off
2011-01-03 17:30:00,1.1658838914158074,0.0,11288.235294117649,,0.00010328309616502722,0.06665530185676628,,-3.9859707515004312,-0.160555578,0.36346142,0.7940183947594784,Winter,Off,Open,Off
2011-01-03 21:30:00,3.245133043387777,0.0,11288.235294117649,,0.0002874792169754674,0.5112325066293686,,-3.541393546727829,-0.11838671199999999,0.16584564,0.5831300477194755,Winter,Off,Open,Off
2011-01-04 01:31:00,9.262598289404847,0.0,11288.235294117649,,0.0008205532616981885,0.9667328294969307,,-3.0858932238602668,-0.51870084,-0.133800154,0.5968961400716275,Winter,Off,Open,Off
2011-01-04 05:31:00,8.65547902797634,0.0,11288.235294117649,,0.000766769898257414,0.9372911084274548,,-3.1153349449297427,0.77146455,-0.055051449,0.5917860101787193,Winter,Off,Open,Off
2011-01-04 09:31:00,5.754201141503823,0.0,11288.235294117649,,0.0005097520552661021,0.7599850388400924,,-3.2926410145171054,0.18938566899999998,0.011148548000000001,0.6240119810300357,Winter,Off,Open,Off
2011-01-04 13:31:00,2.321022309178013,0.0,11288.235294117649,,0.00020561427439304958,0.3656793148231489,,-3.686946738534049,0.798188518,0.42042856799999995,0.6278055058542863,Winter,Off,Open,Off
2011-01-04 17:31:00,1.6064483112134855,0.0,11288.235294117649,,0.0001423117315822264,0.20586675633266635,,-3.8467592970245312,-0.012279913,0.04471722,0.6375179301917866,Winter,Off,Open,Off
2011-01-04 21:31:00,1.7407667318835096,0.0,11288.235294117649,,0.00015421070579478717,0.2407405782148489,,-3.8118854751423488,-0.091453873,0.431301771,0.5911330049261084,Winter,Off,Open,Off
2011-01-05 01:31:00,57.09070152158695,0.0,11288.235294117649,,0.005057539999306816,1.7565653795819551,,-2.2960606737752425,-0.540684581,0.012885566000000001,0.5828921163841259,Winter,Off,Open,Off
2011-01-05 05:32:00,7.296176610795698,0.0,11288.235294117649,,0.0006463522792262993,0.8630953379527196,,-3.189530715404478,-0.60501705,-0.06118813,0.5921130541191331,Winter,Off,Open,Off
2011-01-05 09:32:00,5.071863564500102,0.0,11288.235294117649,,0.0004493052662662935,0.7051675623063057,,-3.347458491050892,-0.442039141,-0.137792658,0.5641324583012091,Winter,Off,Open,Off
2011-01-05 13:32:00,1.2733386279518264,0.0,11288.235294117649,,0.0001128022755350758,0.10494391401834059,,-3.9476821393388573,1.006926725,0.47285252200000005,0.9097249598204808,Winter,Off,Open,Off
2011-01-05 17:32:00,0.9456016815169682,0.0,11288.235294117649,,8.37687784564276e-05,-0.024291764177613404,,-4.076917817534811,0.14032984,0.558842217,0.9333001493280237,Winter,Off,Open,Off
2011-01-05 21:32:00,2.07924915197197,0.0,11288.235294117649,,0.00018419612081044026,0.3179065330271482,,-3.7347195203300494,-0.6727378820000001,0.09129448300000001,0.5371578975639889,Winter,Off,Open,Off
2011-01-06 01:32:00,4.89456324921567,0.0,11288.235294117649,,0.0004335986203057133,0.689713944981235,,-3.3629121083759625,-0.236851752,0.08971564300000001,0.556152904972007,Winter,Off,Open,Off
2011-01-06 05:32:00,6.936203243400033,0.0,11288.235294117649,,0.0006144630283366365,0.841121810274657,,-3.2115042430825405,-0.26640709100000004,0.11985128699999999,0.5874060150375939,Winter,Off,Open,Off
2011-01-06 09:33:00,4.66890830249003,0.0,11288.235294117649,,0.0004136083436286113,0.6692153444569032,,-3.3834107089002945,0.196847028,-0.030920671,0.5884141258617814,Winter,Off,Open,Off
2011-01-06 13:33:00,2.063130941491567,0.0,11288.235294117649,,0.00018276824390493296,0.3145267923757676,,-3.73809926098143,1.4466537730000002,0.274513228,0.955885867227453,Winter,Off,Open,Off
2011-01-10 13:46:00,0.7468104189253328,0.0,11288.235294117649,,6.615829662183771e-05,-0.12678963173766816,,-4.179415685094866,-0.367721446,0.345265208,0.7878875421848122,Winter,Off,Open,Off
2011-01-10 17:46:00,1.305575048912632,0.0,11288.235294117649,,0.00011565802934609037,0.11580184160654891,,-3.9368242117506487,-0.7854531490000001,0.191517178,0.7052932256585676,Winter,Off,Open,Off
2011-01-10 21:46:00,0.3814643147028678,0.0,11288.235294117649,,3.379308676367249e-05,-0.418546083272688,,-4.471172136629885,-0.593685763,0.218301815,0.666052418325322,Winter,Off,Open,Off
2011-01-11 01:46:00,7.124249032338066,0.0,11288.235294117649,,0.0006311215922342215,0.8527390920769911,,-3.1998869612802068,-0.268040351,0.010328371,0.6577216521967902,Winter,Off,Open,Off
2011-01-11 05:46:00,4.942917880656879,0.0,11288.235294117649,,0.00043788225102223523,0.693983395353792,,-3.3586426580034057,-0.341725629,-0.392612852,0.701770801656179,Winter,Off,Open,Off
2011-01-11 09:47:00,0.005372736826800955,0.0,11288.235294117649,,4.7595896850242955e-07,-2.2698044319917634,,-6.322430485348961,3.3276271389999996,0.080957324,0.6881365262868153,Winter,Off,Open,Off
2011-01-11 13:47:00,0.12894568384322294,0.0,11288.235294117649,,1.142301524405831e-05,-0.8895931902801572,,-4.942219243637354,1.806414889,0.116787341,0.6881365262868153,Winter,Off,Open,Off
2011-01-11 17:47:00,1.8858306262071356,0.0,11288.235294117649,,0.00016706159794435278,0.2755026844740609,,-3.777123368883137,0.425007398,0.033105857,0.6881365262868153,Winter,Off,Open,Off
2011-01-11 21:47:00,3.8952341994306927,0.0,11288.235294117649,,0.0003450702521642614,0.5905335745792304,,-3.462092478777967,-0.160924005,0.172875728,0.6881365262868153,Winter,Off,Open,Off
2011-01-12 01:47:00,23.140377513031712,0.0,11288.235294117649,,0.002049955277339964,1.3643704397708367,,-2.6882556135863607,-1.372127207,-0.21621622199999999,0.6881365262868153,Winter,Off,Open,Off
2011-01-12 05:47:00,0.005372736826800955,0.0,11288.235294117649,,4.7595896850242955e-07,-2.2698044319917634,,-6.322430485348961,-0.9833938520000001,0.152500189,0.6881365262868153,Winter,Off,Open,Off
2011-01-12 09:47:00,0.005372736826800955,0.0,11288.235294117649,,4.7595896850242955e-07,-2.2698044319917634,,-6.322430485348961,-0.287259444,0.176953179,0.6881365262868153,Winter,Off,Open,Off
2011-01-12 13:47:00,0.005372736826800955,0.0,11288.235294117649,,4.7595896850242955e-07,-2.2698044319917634,,-6.322430485348961,-0.34417697,0.249363088,0.8001707030833244,Winter,Off,Open,Off
2011-01-12 17:47:00,1.9771671522627516,0.0,11288.235294117649,,0.00017515290040889407,0.2960433866817544,,-3.756582666675443,-0.7079385570000001,0.229432788,0.6161619273545088,Winter,Off,Open,Off
2011-01-12 21:47:00,0.0,0.0,11288.235294117649,,0.0,,,,-0.848485972,0.252690663,0.6056262680299987,Winter,Off,Open,Off
2011-01-13 01:47:00,0.005372736826800955,0.0,11288.235294117649,,4.7595896850242955e-07,-2.2698044319917634,,-6.322430485348961,-0.75858123,-0.067594298,0.6046863189720332,Winter,Off,Open,Off
2011-01-13 05:47:00,0.005372736826800955,0.0,11288.235294117649,,4.7595896850242955e-07,-2.2698044319917634,,-6.322430485348961,-0.7272852940000001,-0.018629734,0.6117205660454303,Winter,Off,Open,Off
2011-01-13 09:47:00,0.005372736826800955,0.0,11288.235294117649,,4.7595896850242955e-07,-2.2698044319917634,,-6.322430485348961,1.1917926429999999,0.294724732,0.7252858835190871,Winter,Off,Open,Off
2011-01-13 13:47:00,0.0,0.0,11288.235294117649,,0.0,,,,0.626493118,0.219291885,0.871966283970353,Winter,Off,Open,Off
2011-01-14 12:47:00,0.15043663115042674,0.0,11288.235294117649,,1.3326851118068026e-05,-0.8226464006495441,,-4.875272454006741,0.74062407,0.38512873700000005,0.7079144839303412,Winter,Off,Open,Off
2011-01-14 16:47:00,0.1558093679772277,0.0,11288.235294117649,,1.3802810086570455e-05,-0.8074064340928072,,-4.860032487450005,-0.097786746,0.381637127,0.6593406593406592,Winter,Off,Open,Off
2011-01-14 20:47:00,0.19879126259163538,0.0,11288.235294117649,,1.7610481834589896e-05,-0.7016027079247682,,-4.754228761281966,-0.12875777,0.38154339200000004,0.6690156549663262,Winter,Off,Open,Off
2011-01-15 00:47:00,0.17730031528443155,0.0,19988.888888888887,,8.869943510616366e-06,-0.7512904921138758,,-5.052079146020102,-0.361176801,0.24485211399999998,0.6034092623321767,Winter,Off,Open,Off
2011-01-15 04:47:00,0.2041639994184363,0.0,19988.888888888887,,1.0213874345558237e-05,-0.6900208353749531,,-4.99080948928118,-0.158211574,0.097278846,0.6001140216641162,Winter,Off,Open,Off
